month,data
0,-24.660717010498047
1,-23.69150161743164
2,-19.197803497314453
3,-10.45289134979248
4,-0.9048362970352173
5,6.7404375076293945
6,10.750253677368164
7,9.166877746582031
8,3.3114585876464844
9,-4.656958103179932
10,-14.342758178710938
11,-21.157711029052734
